Original;BreweryGroup;Lane;Origin;OriginWslr;OriginCity;OriginState;OriginType;Destination;DestinationWslr;DestinationCity;DestinationState;DestinationType;OW_Miles;TR_Loads;BH_Loads;tgt_ded_pcnt;bbls;ActDedicatedPayload;DedicatedLoads;Loads;FilledLoads;TotalLoadsToFill;DedicatedLoadsToFill
763;HTN;HTN_34206;HTN;64200;HOUSTON;TX;BRWY;34206;34206;AUSTIN;TX;WS;161;286;36;100;449534;146;3069;3069;322;2747;2747
654;FCL;FCL_CODC;FCL;30500;FORT COLLINS;CO;BRWY;CODC;70500;AURORA;CO;BR;69;307;2;100;410059;154;2669;2669;309;2361;2361
986;JKSV;JKSV_10922;JKSV;30900;JACKSONVILLE;FL;BRWY;10922;10922;ORLANDO;FL;WS;145;398;144;100;404401;153;2635;2635;542;2093;2093
140;COL;COL_93421;COL;43400;COLUMBUS;OH;BRWY;93421;93421;BRECKSVILLE;OH;WS;127;333;158;100;387367;163;2370;2370;491;1879;1879
652;FCL;FCL_10500;FCL;30500;FORT COLLINS;CO;BRWY;10500;10500;DENVER;CO;BB;62;584;9;100;358449;154;2333;2333;593;1741;1741
42;BLDV;BLDV_23762;BLDV;23100;BALDWINSVILLE;NY;BRWY;23762;23762;HATFIELD;PA;WS;243;114;247;100;298614;145;2062;2062;361;1701;1701
985;JKSV;JKSV_40940;JKSV;30900;JACKSONVILLE;FL;BRWY;40940;40940;SARASOTA;FL;WS;246;297;2;100;292649;153;1911;1911;299;1612;1612
778;HTN;HTN_64225;HTN;64200;HOUSTON;TX;BRWY;64225;64225;FORT WORTH;TX;WS;265;337;1788;100;557515;153;3643;3643;2125;1518;1518
1172;MERR;MERR_12000;MERR;22800;MERRIMACK;NH;BRWY;12000;12000;MEDFORD;MA;BB;50;409;98;100;290232;150;1940;1940;507;1434;1434
777;HTN;HTN_64221;HTN;64200;HOUSTON;TX;BRWY;64221;64221;DALLAS;TX;WB;246;379;3658;100;847364;156;5438;5438;4037;1401;1401
910;JKSV;JKSV_10906;JKSV;30900;JACKSONVILLE;FL;BRWY;10906;10906;DAYTONA BEACH;FL;WS;113;191;82;100;259182;156;1663;1663;273;1389;1389
930;JKSV;JKSV_40901;JKSV;30900;JACKSONVILLE;FL;BRWY;40901;40901;ST. PETERSBURG;FL;WS;212;349;326;100;312820;153;2046;2046;675;1371;1371
937;JKSV;JKSV_40993;JKSV;30900;JACKSONVILLE;FL;BRWY;40993;40993;WEST PALM BEACH;FL;WS;283;161;0;100;212947;140;1523;1523;161;1362;1362
922;JKSV;JKSV_10903;JKSV;30900;JACKSONVILLE;FL;BRWY;10903;10903;MELBOURNE;FL;WS;178;215;89;100;255662;155;1646;1646;304;1342;1342
987;JKSV;JKSV_40908;JKSV;30900;JACKSONVILLE;FL;BRWY;40908;40908;TAMPA;FL;WS;200;323;1005;100;412572;156;2648;2648;1328;1320;1320
198;COL;COL_62155;COL;43400;COLUMBUS;OH;BRWY;62155;62155;BAY CITY;MI;WS;271;333;168;100;269418;152;1775;1775;501;1274;1274
2011;WMS;WMS_74562;WMS;14500;WILLIAMSBURG;VA;BRWY;74562;74562;CHESAPEAKE;VA;WS;50;179;163;100;249876;156;1602;1602;342;1260;1260
982;JKSV;JKSV_20948;JKSV;30900;JACKSONVILLE;FL;BRWY;20948;20948;EBRO;FL;WB;265;145;2;100;214556;156;1377;1377;147;1230;1230
2046;WMS;WMS_53234;WMS;14500;WILLIAMSBURG;VA;BRWY;53234;53234;GREENSBORO;NC;WS;231;61;65;100;200859;153;1312;1312;126;1185;1185
911;JKSV;JKSV_20922;JKSV;30900;JACKSONVILLE;FL;BRWY;20922;20922;SANFORD;FL;WS;122;158;142;100;233243;158;1477;1477;300;1177;1177
1760;STL;STL_51229;STL;52400;ST LOUIS;MO;BRWY;51229;51229;DECATUR;IL;WS;120;146;89;100;217484;157;1385;1385;235;1150;1150
925;JKSV;JKSV_40915;JKSV;30900;JACKSONVILLE;FL;BRWY;40915;40915;HOLIDAY;FL;WB;188;319;218;100;255888;155;1649;1649;537;1112;1112
756;HTN;HTN_44207;HTN;64200;HOUSTON;TX;BRWY;44207;44207;BEAUMONT;TX;WB;81;81;19;100;191696;162;1187;1187;100;1087;1087
163;COL;COL_91646;COL;43400;COLUMBUS;OH;BRWY;91646;91646;LEXINGTON;KY;WS;182;152;79;100;193052;148;1303;1303;231;1072;1072
2040;WMS;WMS_43231;WMS;14500;WILLIAMSBURG;VA;BRWY;43231;43231;GOLDSBORO;NC;WB;203;145;909;100;344051;162;2125;2125;1054;1071;1071
909;JKSV;JKSV_40924;JKSV;30900;JACKSONVILLE;FL;BRWY;40924;40924;OCALA;FL;WB;100;103;33;100;194853;162;1205;1205;136;1069;1069
401;CRTV;CRTV_84146;CRTV;31000;CARTERSVILLE;GA;BRWY;84146;84146;KNOXVILLE;TN;WS;154;95;17;100;170651;148;1152;1152;112;1040;1040
981;JKSV;JKSV_40979;JKSV;30900;JACKSONVILLE;FL;BRWY;40979;40979;FORT PIERCE;FL;WS;225;137;144;100;199664;153;1308;1308;281;1027;1027
2037;WMS;WMS_41902;WMS;14500;WILLIAMSBURG;VA;BRWY;41902;41902;NOTTINGHAM;MD;WS;198;93;93;100;173542;149;1165;1165;186;979;979
124;COL;COL_13426;COL;43400;COLUMBUS;OH;BRWY;13426;13426;MORAINE;OH;WS;76;193;153;100;211736;160;1322;1322;346;976;976
130;COL;COL_93459;COL;43400;COLUMBUS;OH;BRWY;93459;93459;WEST CHESTER;OH;WS;100;125;153;100;199864;160;1251;1251;278;974;974
16;BLDV;BLDV_13198;BLDV;23100;BALDWINSVILLE;NY;BRWY;13198;13198;SARATOGA SPRINGS;NY;WS;146;109;159;100;203206;166;1223;1223;268;954;954
1750;STL;STL_21221;STL;52400;ST LOUIS;MO;BRWY;21221;21221;GREENVILLE;IL;WS;54;91;7;100;159907;158;1012;1012;98;915;915
2062;WMS;WMS_23762;WMS;14500;WILLIAMSBURG;VA;BRWY;23762;23762;HATFIELD;PA;WS;299;0;0;100;135284;149;905;905;\N;905;905
388;CRTV;CRTV_71008;CRTV;31000;CARTERSVILLE;GA;BRWY;71008;71008;ATHENS;GA;WS;98;69;12;100;152245;155;980;980;81;899;899
127;COL;COL_13451;COL;43400;COLUMBUS;OH;BRWY;13451;13451;LIMA;OH;BB;86;92;127;100;166085;150;1106;1106;219;888;888
1194;MERR;MERR_40689;MERR;22800;MERRIMACK;NH;BRWY;40689;40689;ORANGE;CT;WS;162;2;247;100;143767;127;1136;1136;249;887;887
202;COL;COL_32128;COL;43400;COLUMBUS;OH;BRWY;32128;32128;GRAND RAPIDS;MI;WS;286;21;94;100;145884;150;972;972;115;857;857
924;JKSV;JKSV_40919;JKSV;30900;JACKSONVILLE;FL;BRWY;40919;40919;EATON PARK;FL;WS;187;156;429;100;227435;159;1434;1434;585;850;850
129;COL;COL_93462;COL;43400;COLUMBUS;OH;BRWY;93462;93462;NORWALK;OH;WS;89;87;105;100;157207;162;970;970;192;778;778
135;COL;COL_93411;COL;43400;COLUMBUS;OH;BRWY;93411;93411;CANTON;OH;BB;120;78;27;100;137768;159;864;864;105;758;758
759;HTN;HTN_54294;HTN;64200;HOUSTON;TX;BRWY;54294;54294;VICTORIA;TX;WB;121;58;67;100;134881;157;862;862;125;737;737
760;HTN;HTN_51733;HTN;64200;HOUSTON;TX;BRWY;51733;51733;LAKE CHARLES;LA;WS;140;57;15;100;123762;155;799;799;72;726;726
402;CRTV;CRTV_10121;CRTV;31000;CARTERSVILLE;GA;BRWY;10121;10121;BIRMINGHAM;AL;WS;157;96;0;100;121122;150;810;810;96;714;714
944;JKSV;JKSV_10938;JKSV;30900;JACKSONVILLE;FL;BRWY;10938;10938;DEERFIELD BEACH;FL;WS;310;134;507;100;186086;141;1316;1316;641;675;675
2030;WMS;WMS_41901;WMS;14500;WILLIAMSBURG;VA;BRWY;41901;41901;ANNAPOLIS;MD;WS;170;67;5;100;112790;152;744;744;72;672;672
143;COL;COL_81617;COL;43400;COLUMBUS;OH;BRWY;81617;81617;WALTON;KY;WS;132;126;149;100;147206;156;945;945;275;670;670
2035;WMS;WMS_64524;WMS;14500;WILLIAMSBURG;VA;BRWY;64524;64524;WINCHESTER;VA;WB;185;103;2;100;114051;153;744;744;105;640;640
1187;MERR;MERR_10640;MERR;22800;MERRIMACK;NH;BRWY;10640;10640;MANCHESTER;CT;WS;117;38;185;100;121202;143;848;848;223;624;624
2043;WMS;WMS_61915;WMS;14500;WILLIAMSBURG;VA;BRWY;61915;61915;HAGERSTOWN;MD;WS;212;82;9;100;112023;157;712;712;91;621;621
181;COL;COL_03722;COL;43400;COLUMBUS;OH;BRWY;3722;3722;ERIE;PA;WS;228;0;0;100;89997;147;610;610;\N;610;610
1219;MERR;MERR_43168;MERR;22800;MERRIMACK;NH;BRWY;43168;43168;EAST YAPHANK;NY;WS;277;0;0;100;66248;113;588;588;\N;588;588
489;CRTV;CRTV_12344;CRTV;31000;CARTERSVILLE;GA;BRWY;12344;12344;RICHLAND;MS;WS;380;69;0;100;88256;136;651;651;69;582;582
2016;WMS;WMS_64597;WMS;14500;WILLIAMSBURG;VA;BRWY;64597;64597;FREDERICKSBURG;VA;WB;97;97;63;100;113811;157;725;725;160;565;565
122;COL;COL_03413;COL;43400;COLUMBUS;OH;BRWY;3413;3413;CHILLICOTHE;OH;WS;50;37;14;100;100512;165;609;609;51;558;558
1784;STL;STL_32486;STL;52400;ST LOUIS;MO;BRWY;32486;32486;SPRINGFIELD;MO;WS;216;90;115;100;118918;157;757;757;205;552;552
908;JKSV;JKSV_91094;JKSV;30900;JACKSONVILLE;FL;BRWY;91094;91094;BLACKSHEAR;GA;WB;79;41;5;100;94866;160;595;595;46;548;548
906;JKSV;JKSV_70923;JKSV;30900;JACKSONVILLE;FL;BRWY;70923;70923;LAKE CITY;FL;WB;63;52;36;100;104850;165;636;636;88;548;548
134;COL;COL_23486;COL;43400;COLUMBUS;OH;BRWY;23486;23486;NORTHWOOD;OH;WS;119;115;274;100;149180;160;933;933;389;544;544
479;CRTV;CRTV_JKSV;CRTV;31000;CARTERSVILLE;GA;BRWY;JKSV;30900;JACKSONVILLE;FL;BR;358;23;372;100;110445;118;934;934;395;539;539
2026;WMS;WMS_94577;WMS;14500;WILLIAMSBURG;VA;BRWY;94577;94577;VERONA;VA;WS;160;43;10;100;92081;157;587;587;53;534;534
416;CRTV;CRTV_10194;CRTV;31000;CARTERSVILLE;GA;BRWY;10194;10194;TUSCALOOSA;AL;WS;201;56;123;100;107086;150;712;712;179;532;532
1790;STL;STL_71430;STL;52400;ST LOUIS;MO;BRWY;71430;71430;DAVENPORT;IA;WB;240;66;87;100;103132;151;682;682;153;528;528
659;FCL;FCL_50512;FCL;30500;FORT COLLINS;CO;BRWY;50512;50512;PUEBLO;CO;WS;176;63;0;100;87732;149;589;589;63;526;526
907;JKSV;JKSV_90913;JKSV;30900;JACKSONVILLE;FL;BRWY;90913;90913;GAINESVILLE;FL;WB;73;73;2;100;94536;161;586;586;75;511;511
387;CRTV;CRTV_64113;CRTV;31000;CARTERSVILLE;GA;BRWY;64113;64113;SODDY DAISY;TN;WB;93;45;0;100;87278;157;556;556;45;511;511
2023;WMS;WMS_61914;WMS;14500;WILLIAMSBURG;VA;BRWY;61914;61914;UPPER MARLBORO;MD;WS;149;141;48;100;110378;159;694;694;189;505;505
931;JKSV;JKSV_40920;JKSV;30900;JACKSONVILLE;FL;BRWY;40920;40920;SEBRING;FL;WB;225;59;17;100;90299;158;573;573;76;497;497
979;JKSV;JKSV_61003;JKSV;30900;JACKSONVILLE;FL;BRWY;61003;61003;ALBANY;GA;WS;192;8;22;100;83177;159;524;524;30;494;494
657;FCL;FCL_50501;FCL;30500;FORT COLLINS;CO;BRWY;50501;50501;COLORADO SPRINGS;CO;BB;133;96;2;100;87758;150;584;584;98;487;487
2022;WMS;WMS_43272;WMS;14500;WILLIAMSBURG;VA;BRWY;43272;43272;ROCKY MOUNT;NC;WS;146;40;134;100;106119;161;658;658;174;485;485
1177;MERR;MERR_62035;MERR;22800;MERRIMACK;NH;BRWY;62035;62035;TAUNTON;MA;WS;85;165;588;100;187418;152;1235;1235;753;482;482
381;CRTV;CRTV_71027;CRTV;31000;CARTERSVILLE;GA;BRWY;71027;71027;GAINESVILLE;GA;WB;71;45;7;100;84146;158;532;532;52;480;480
171;COL;COL_12154;COL;43400;COLUMBUS;OH;BRWY;12154;12154;CLINTON TOWNSHIP;MI;WS;195;114;314;100;134915;150;900;900;428;472;472
384;CRTV;CRTV_91029;CRTV;31000;CARTERSVILLE;GA;BRWY;91029;91029;GRIFFIN;GA;WB;86;43;57;100;93343;164;571;571;100;471;471
154;COL;COL_34712;COL;43400;COLUMBUS;OH;BRWY;34712;34712;SOUTH CHARLESTON;WV;WB;160;69;0;100;87265;162;540;540;69;471;471
2018;WMS;WMS_84512;WMS;14500;WILLIAMSBURG;VA;BRWY;84512;84512;CHARLOTTESVILLE;VA;WB;121;47;27;100;86023;159;543;543;74;468;468
132;COL;COL_83414;COL;43400;COLUMBUS;OH;BRWY;83414;83414;CINCINNATI;OH;WS;111;141;293;100;139036;155;899;899;434;465;465
6;BLDV;BLDV_73175;BLDV;23100;BALDWINSVILLE;NY;BRWY;73175;73175;WESTMORELAND;NY;WS;55;66;2;100;86663;164;529;529;68;462;462
757;HTN;HTN_94285;HTN;64200;HOUSTON;TX;BRWY;94285;94285;TRINITY;TX;WS;91;37;41;100;89687;166;539;539;78;461;461
144;COL;COL_53409;COL;43400;COLUMBUS;OH;BRWY;53409;53409;BELLAIRE;OH;WS;133;15;7;100;78414;163;482;482;22;460;460
1772;STL;STL_31325;STL;52400;ST LOUIS;MO;BRWY;31325;31325;EVANSVILLE;IN;WS;172;83;74;100;91610;150;611;611;157;454;454
1768;STL;STL_32459;STL;52400;ST LOUIS;MO;BRWY;32459;32459;LEBANON;MO;WS;162;7;0;100;71924;158;454;454;7;447;447
2020;WMS;WMS_64502;WMS;14500;WILLIAMSBURG;VA;BRWY;64502;64502;SPRINGFIELD;VA;WB;136;102;17;100;88244;156;566;566;119;447;447
1178;MERR;MERR_72071;MERR;22800;MERRIMACK;NH;BRWY;72071;72071;KINGSTON;MA;WS;85;141;576;100;178785;154;1160;1160;717;443;443
1787;STL;STL_71274;STL;52400;ST LOUIS;MO;BRWY;71274;71274;MILAN;IL;WS;230;53;75;100;87313;154;568;568;128;439;439
914;JKSV;JKSV_21075;JKSV;30900;JACKSONVILLE;FL;BRWY;21075;21075;GARDEN CITY;GA;WB;134;96;17;100;83226;151;550;550;113;437;437
166;COL;COL_12122;COL;43400;COLUMBUS;OH;BRWY;12122;12122;DETROIT;MI;WB;188;95;144;100;95751;142;673;673;239;434;434
123;COL;COL_93457;COL;43400;COLUMBUS;OH;BRWY;93457;93457;MANSFIELD;OH;WB;64;45;51;100;86850;166;525;525;96;428;428
13;BLDV;BLDV_63124;BLDV;23100;BALDWINSVILLE;NY;BRWY;63124;63124;WEST HENRIETTA;NY;WS;125;27;195;100;106701;164;650;650;222;428;428
1920;WMS;VIRG_10802;VIRG;34500;COLONIAL HEIGHTS;VA;DC;10802;10802;WASHINGTON;DC;WS;136;38;0;100;64405;139;463;463;38;425;425
2015;WMS;WMS_73222;WMS;14500;WILLIAMSBURG;VA;BRWY;73222;73222;ELIZABETH CITY;NC;WS;88;46;53;100;83885;162;518;518;99;419;419
761;HTN;HTN_84257;HTN;64200;HOUSTON;TX;BRWY;84257;84257;NACOGDOCHES;TX;WB;142;43;12;100;74518;162;460;460;55;405;405
755;HTN;HTN_94211;HTN;64200;HOUSTON;TX;BRWY;94211;94211;BRENHAM;TX;WS;76;26;24;100;73729;163;453;453;50;403;403
762;HTN;HTN_64259;HTN;64200;HOUSTON;TX;BRWY;64259;64259;PALESTINE;TX;WB;154;45;10;100;71914;157;458;458;55;403;403
758;HTN;HTN_64210;HTN;64200;HOUSTON;TX;BRWY;64210;64210;BRYAN;TX;WB;103;67;33;100;79105;158;501;501;100;401;401
1771;STL;STL_21270;STL;52400;ST LOUIS;MO;BRWY;21270;21270;PEORIA;IL;WS;171;56;125;100;90301;156;578;578;181;397;397
2025;WMS;WMS_94551;WMS;14500;WILLIAMSBURG;VA;BRWY;94551;94551;LYNCHBURG;VA;WB;160;36;2;100;69447;160;433;433;38;396;396
390;CRTV;CRTV_81049;CRTV;31000;CARTERSVILLE;GA;BRWY;81049;81049;LAGRANGE;GA;WS;105;87;36;100;82286;159;518;518;123;395;395
126;COL;COL_43458;COL;43400;COLUMBUS;OH;BRWY;43458;43458;ALBANY;OH;WB;83;36;2;100;70654;167;423;423;38;385;385
152;COL;COL_41380;COL;43400;COLUMBUS;OH;BRWY;41380;41380;FORT WAYNE;IN;WS;156;52;482;100;146173;161;910;910;534;376;376
1796;STL;STL_50363;STL;52400;ST LOUIS;MO;BRWY;50363;50363;NEWPORT;AR;WS;254;1;0;100;56671;152;374;374;1;373;373
2064;WMS;WMS_22901;WMS;14500;WILLIAMSBURG;VA;BRWY;22901;22901;PLEASANTVILLE;NJ;WS;304;0;0;100;49379;133;371;371;\N;371;371
1341;NWK;NWK_23762;NWK;92900;NEWARK;NJ;BRWY;23762;23762;HATFIELD;PA;WS;97;234;533;100;187878;165;1138;1138;767;371;371
397;CRTV;CRTV_10168;CRTV;31000;CARTERSVILLE;GA;BRWY;10168;10168;HARPERSVILLE;AL;WS;147;52;91;100;80395;159;506;506;143;363;363
2045;WMS;WMS_20793;WMS;14500;WILLIAMSBURG;VA;BRWY;20793;20793;MILFORD;DE;WB;221;16;0;100;61376;162;378;378;16;362;362
1195;MERR;MERR_13198;MERR;22800;MERRIMACK;NH;BRWY;13198;13198;SARATOGA SPRINGS;NY;WS;171;0;34;100;59515;151;395;395;34;360;360
1328;NWK;NWK_43163;NWK;92900;NEWARK;NJ;BRWY;43163;43163;PEEKSKILL;NY;WS;74;98;3;100;71217;154;461;461;101;360;360
1797;STL;STL_04109;STL;52400;ST LOUIS;MO;BRWY;4109;4109;CLARKSVILLE;TN;WS;256;76;50;100;71830;148;485;485;126;359;359
1176;MERR;MERR_92098;MERR;22800;MERRIMACK;NH;BRWY;92098;92098;AUBURN;MA;WB;77;74;63;100;72578;148;490;490;137;353;353
1184;MERR;MERR_41865;MERR;22800;MERRIMACK;NH;BRWY;41865;41865;SOUTH PORTLAND;ME;WS;102;132;108;100;91859;156;590;590;240;350;350
395;CRTV;CRTV_00177;CRTV;31000;CARTERSVILLE;GA;BRWY;177;177;OPELIKA;AL;WB;138;45;57;100;74159;164;451;451;102;349;349
1789;STL;STL_01638;STL;52400;ST LOUIS;MO;BRWY;1638;1638;HOPKINSVILLE;KY;WB;235;21;5;100;56280;150;374;374;26;348;348
780;HTN;HTN_64230;HTN;64200;HOUSTON;TX;BRWY;64230;64230;COMMERCE;TX;WB;275;65;470;100;136186;155;881;881;535;346;346
192;COL;COL_33742;COL;43400;COLUMBUS;OH;BRWY;33742;33742;JOHNSTOWN;PA;WS;247;0;0;100;50726;147;344;344;\N;344;344
23;BLDV;BLDV_53736;BLDV;23100;BALDWINSVILLE;NY;BRWY;53736;53736;PITTSTON;PA;WS;175;88;134;100;88910;159;559;559;222;337;337
1183;MERR;MERR_53855;MERR;22800;MERRIMACK;NH;BRWY;53855;53855;CRANSTON;RI;WS;101;112;446;100;134660;151;893;893;558;335;335
1190;MERR;MERR_41826;MERR;22800;MERRIMACK;NH;BRWY;41826;41826;LEWISTON;ME;WB;129;52;79;100;71903;155;463;463;131;332;332
186;COL;COL_12167;COL;43400;COLUMBUS;OH;BRWY;12167;12167;PORT HURON;MI;WS;237;32;12;100;58840;157;375;375;44;331;331
400;CRTV;CRTV_04193;CRTV;31000;CARTERSVILLE;GA;BRWY;4193;4193;TULLAHOMA;TN;WS;153;29;7;100;56048;155;362;362;36;326;326
1347;NWK;NWK_40689;NWK;92900;NEWARK;NJ;BRWY;40689;40689;ORANGE;CT;WS;108;64;21;100;70166;171;410;410;85;325;325
1780;STL;STL_31301;STL;52400;ST LOUIS;MO;BRWY;31301;31301;JASPER;IN;WS;207;50;2;100;56340;150;376;376;52;325;325
133;COL;COL_34765;COL;43400;COLUMBUS;OH;BRWY;34765;34765;PARKERSBURG;WV;WB;112;23;9;100;58797;166;354;354;32;322;322
1815;STL;STL_61413;STL;52400;ST LOUIS;MO;BRWY;61413;61413;CEDAR RAPIDS;IA;WS;285;98;384;100;125478;157;797;797;482;315;315
1345;NWK;NWK_43154;NWK;92900;NEWARK;NJ;BRWY;43154;43154;GOSHEN;NY;WS;101;93;5;100;63050;154;411;411;98;312;312
434;CRTV;CRTV_33916;CRTV;31000;CARTERSVILLE;GA;BRWY;33916;33916;COLUMBIA;SC;WS;258;1;0;100;45864;148;311;311;1;310;310
157;COL;COL_33710;COL;43400;COLUMBUS;OH;BRWY;33710;33710;CANONSBURG;PA;WS;167;22;0;100;50095;151;331;331;22;309;309
1777;STL;STL_81236;STL;52400;ST LOUIS;MO;BRWY;81236;81236;GALESBURG;IL;WS;203;4;19;100;52841;160;331;331;23;308;308
1770;STL;STL_41668;STL;52400;ST LOUIS;MO;BRWY;41668;41668;PADUCAH;KY;WS;165;10;14;100;51530;156;330;330;24;306;306
1411;NWK;NWK_12000;NWK;92900;NEWARK;NJ;BRWY;12000;12000;MEDFORD;MA;BB;228;0;34;100;43317;127;340;340;34;306;306
207;COL;COL_32140;COL;43400;COLUMBUS;OH;BRWY;32140;32140;HOLLAND;MI;WS;300;34;15;100;52612;149;353;353;49;303;303
655;FCL;FCL_60521;FCL;30500;FORT COLLINS;CO;BRWY;60521;60521;LITTLETON;CO;BB;73;90;0;100;60058;153;393;393;90;303;303
383;CRTV;CRTV_64115;CRTV;31000;CARTERSVILLE;GA;BRWY;64115;64115;CHARLESTON;TN;WS;84;28;0;100;51247;158;324;324;28;296;296
2027;WMS;WMS_41922;WMS;14500;WILLIAMSBURG;VA;BRWY;41922;41922;SALISBURY;MD;WS;165;45;0;100;55121;163;339;339;45;294;294
156;COL;COL_12119;COL;43400;COLUMBUS;OH;BRWY;12119;12119;ROMULUS;MI;WS;163;63;674;100;162393;158;1027;1027;737;291;291
1386;NWK;NWK_13198;NWK;92900;NEWARK;NJ;BRWY;13198;13198;SARATOGA SPRINGS;NY;WS;185;1;12;100;44351;148;299;299;13;286;286
1758;STL;STL_42471;STL;52400;ST LOUIS;MO;BRWY;42471;42471;CAPE GIRARDEAU;MO;WS;114;0;5;100;46114;160;289;289;5;284;284
1762;STL;STL_42446;STL;52400;ST LOUIS;MO;BRWY;42446;42446;JEFFERSON CITY;MO;WS;127;21;36;100;53333;162;329;329;57;272;272
146;COL;COL_34734;COL;43400;COLUMBUS;OH;BRWY;34734;34734;HUNTINGTON;WV;WS;138;22;0;100;47589;162;294;294;22;272;272
19;BLDV;BLDV_33159;BLDV;23100;BALDWINSVILLE;NY;BRWY;33159;33159;OLEAN;NY;WS;162;48;67;100;63200;164;386;386;115;271;271
2049;WMS;WMS_13797;WMS;14500;WILLIAMSBURG;VA;BRWY;13797;13797;YORK;PA;WS;240;0;0;100;39090;151;259;259;\N;259;259
1774;STL;STL_42482;STL;52400;ST LOUIS;MO;BRWY;42482;42482;SEDALIA;MO;WS;186;7;57;100;51830;161;323;323;64;259;259
874;HTN;TXLP_64221;TXLP;24200;LAPORTE;TX;DC;64221;64221;DALLAS;TX;WB;284;17;0;100;38927;142;275;275;17;258;258
1049;LA;CAMO_32711;CAMO;80410;MONTCLAIR;CA;DC;32711;32711;LAS VEGAS;NV;WS;241;57;0;100;41098;131;314;314;57;257;257
1753;STL;STL_22423;STL;52400;ST LOUIS;MO;BRWY;22423;22423;CUBA;MO;WS;83;1;14;100;44064;163;271;271;15;256;256
912;JKSV;JKSV_31090;JKSV;30900;JACKSONVILLE;FL;BRWY;31090;31090;VALDOSTA;GA;WS;125;44;12;100;47588;156;305;305;56;249;249
607;FCL;BRK1_10500;BRK1;20520;LITTLETON;CO;MB;10500;10500;DENVER;CO;BB;58;0;0;100;27660;111;249;249;\N;249;249
1915;WMS;VIRG_64502;VIRG;34500;COLONIAL HEIGHTS;VA;DC;64502;64502;SPRINGFIELD;VA;WB;121;22;0;100;36933;137;270;270;22;248;248
919;JKSV;JKSV_21052;JKSV;30900;JACKSONVILLE;FL;BRWY;21052;21052;VIDALIA;GA;WB;151;50;41;100;54284;161;337;337;91;246;246
1033;LA;CAMO_70400;CAMO;80410;MONTCLAIR;CA;DC;70400;70400;SYLMAR;CA;BB;60;5;0;100;35197;141;250;250;5;245;245
2042;WMS;WMS_41908;WMS;14500;WILLIAMSBURG;VA;BRWY;41908;41908;EASTON;MD;WS;209;29;0;100;37845;138;274;274;29;245;245
162;COL;COL_44716;COL;43400;COLUMBUS;OH;BRWY;44716;44716;CLARKSBURG;WV;WS;182;34;0;100;44728;162;276;276;34;242;242
311;COL;OHCO_33768;OHCO;53400;OBETZ;OH;DC;33768;33768;PITTSBURGH;PA;WS;201;7;0;100;33431;135;248;248;7;241;241
2024;WMS;WMS_10802;WMS;14500;WILLIAMSBURG;VA;BRWY;10802;10802;WASHINGTON;DC;WS;151;92;15;100;56686;164;345;345;107;238;238
1757;STL;STL_41240;STL;52400;ST LOUIS;MO;BRWY;41240;41240;MARION;IL;WS;112;0;0;100;37114;156;238;238;\N;238;238
172;COL;COL_42138;COL;43400;COLUMBUS;OH;BRWY;42138;42138;JACKSON;MI;WS;198;66;195;100;80322;161;499;499;261;237;237
634;FCL;CODC_34911;CODC;70500;AURORA;CO;DC;34911;34911;CASPER;WY;WS;280;3;0;100;34465;146;236;236;3;233;233
1688;STL;GRAN_51341;GRAN;21200;GRANITE CITY;IL;DC;51341;51341;INDIANAPOLIS;IN;WS;305;0;0;100;30656;133;230;230;\N;230;230
20;BLDV;BLDV_83151;BLDV;23100;BALDWINSVILLE;NY;BRWY;83151;83151;MASSENA;NY;WS;163;24;0;100;41058;163;253;253;24;229;229
2051;WMS;WMS_20792;WMS;14500;WILLIAMSBURG;VA;BRWY;20792;20792;NEW CASTLE;DE;WS;254;0;0;100;33825;150;226;226;\N;226;226
291;COL;OHCO_93421;OHCO;53400;OBETZ;OH;DC;93421;93421;BRECKSVILLE;OH;WS;160;17;0;100;35908;151;237;237;17;220;220
1756;STL;STL_21261;STL;52400;ST LOUIS;MO;BRWY;21261;21261;CARBONDALE;IL;WS;97;0;7;100;34424;152;227;227;7;220;220
1759;STL;STL_32437;STL;52400;ST LOUIS;MO;BRWY;32437;32437;HANNIBAL;MO;WS;120;1;2;100;34568;155;223;223;3;220;220
1761;STL;STL_42411;STL;52400;ST LOUIS;MO;BRWY;42411;42411;COLUMBIA;MO;WB;126;33;15;100;42629;159;268;268;48;220;220
640;FCL;CODC_24974;CODC;70500;AURORA;CO;DC;24974;24974;ROCK SPRINGS;WY;WS;341;5;0;100;32031;144;222;222;5;217;217
1038;LA;CAMO_10475;CAMO;80410;MONTCLAIR;CA;DC;10475;10475;SAN DIEGO;CA;BB;116;13;0;100;32180;140;230;230;13;217;217
1769;STL;STL_21214;STL;52400;ST LOUIS;MO;BRWY;21214;21214;BLOOMINGTON;IL;WB;163;2;605;100;132895;161;824;824;607;217;217
625;FCL;CODC_34916;CODC;70500;AURORA;CO;DC;34916;34916;CHEYENNE;WY;WS;106;5;0;100;34173;155;220;220;5;215;215
142;COL;COL_54792;COL;43400;COLUMBUS;OH;BRWY;54792;54792;WHEELING;WV;WS;131;16;2;100;36674;159;230;230;18;213;213
14;BLDV;BLDV_33107;BLDV;23100;BALDWINSVILLE;NY;BRWY;33107;33107;LANCASTER;NY;WS;134;48;159;100;68241;163;418;418;207;210;210
