Original;BreweryGroup;Lane;Origin;OriginWslr;OriginCity;OriginState;OriginType;Destination;DestinationWslr;DestinationCity;DestinationState;DestinationType;OW_Miles;TR_Loads;BH_Loads;tgt_ded_pcnt;bbls;ActDedicatedPayload;DedicatedLoads;Loads;FilledLoads;TotalLoadsToFill;DedicatedLoadsToFill
1338;NWK;NWK_23721;NWK;92900;NEWARK;NJ;BRWY;23721;23721;ALLENTOWN;PA;IA;92;10;0;100;6;167;0;0;10;\N;\N
1468;NWK;NWK_44725;NWK;92900;NEWARK;NJ;BRWY;44725;44725;FAIRMONT;WV;WS;379;0;0;0;3;162;\N;0;\N;0;\N
1523;NWK;RPS6_OHCO;RPS6;23700;CARLISLE;PA;DC;OHCO;53400;OBETZ;OH;BR;351;0;0;0;61855;150;\N;413;\N;413;\N
1508;NWK;RPS6_VIRG;RPS6;23700;CARLISLE;PA;DC;VIRG;34500;COLONIAL HEIGHTS;VA;BR;231;0;0;0;39744;140;\N;283;\N;283;\N
1499;NWK;RPS6_NWK;RPS6;23700;CARLISLE;PA;DC;NWK;92900;NEWARK;NJ;BR;185;10;0;0;29040;135;\N;215;10;205;\N
1491;NWK;RPS6_23762;RPS6;23700;CARLISLE;PA;DC;23762;23762;HATFIELD;PA;WS;115;0;0;0;9158;128;\N;72;\N;72;\N
1511;NWK;RPS6_43168;RPS6;23700;CARLISLE;PA;DC;43168;43168;EAST YAPHANK;NY;WS;260;0;0;0;7234;133;\N;55;\N;55;\N
1513;NWK;RPS6_BLDV;RPS6;23700;CARLISLE;PA;DC;BLDV;23100;BALDWINSVILLE;NY;BR;267;0;0;0;6163;120;\N;51;\N;51;\N
1512;NWK;RPS6_40689;RPS6;23700;CARLISLE;PA;DC;40689;40689;ORANGE;CT;WS;262;0;0;0;4499;151;\N;30;\N;30;\N
1520;NWK;RPS6_13198;RPS6;23700;CARLISLE;PA;DC;13198;13198;SARATOGA SPRINGS;NY;WS;334;0;0;0;3684;146;\N;25;\N;25;\N
1495;NWK;RPS6_22986;RPS6;23700;CARLISLE;PA;DC;22986;22986;ROBBINSVILLE;NJ;WS;155;0;0;0;3156;146;\N;22;\N;22;\N
1516;NWK;RPS6_74562;RPS6;23700;CARLISLE;PA;DC;74562;74562;CHESAPEAKE;VA;WS;293;0;0;0;2694;135;\N;20;\N;20;\N
1518;NWK;RPS6_10640;RPS6;23700;CARLISLE;PA;DC;10640;10640;MANCHESTER;CT;WS;311;0;0;0;2688;153;\N;18;\N;18;\N
1505;NWK;RPS6_84569;RPS6;23700;CARLISLE;PA;DC;84569;84569;RICHMOND;VA;WS;209;0;0;0;2369;135;\N;18;\N;18;\N
1517;NWK;RPS6_93421;RPS6;23700;CARLISLE;PA;DC;93421;93421;BRECKSVILLE;OH;WS;303;0;0;0;1919;153;\N;13;\N;13;\N
1492;NWK;RPS6_64502;RPS6;23700;CARLISLE;PA;DC;64502;64502;SPRINGFIELD;VA;WB;116;0;0;0;1853;122;\N;15;\N;15;\N
1528;NWK;RPS6_63269;RPS6;23700;CARLISLE;PA;DC;63269;63269;RALEIGH;NC;WB;375;0;0;0;1845;153;\N;12;\N;12;\N
1501;NWK;RPS6_32960;RPS6;23700;CARLISLE;PA;DC;32960;32960;CARLSTADT;NJ;WS;189;0;0;0;1808;116;\N;16;\N;16;\N
1503;NWK;RPS6_43100;RPS6;23700;CARLISLE;PA;DC;43100;43100;BRONX;NY;BB;202;0;0;0;1714;135;\N;13;\N;13;\N
1532;NWK;RPS6_43231;RPS6;23700;CARLISLE;PA;DC;43231;43231;GOLDSBORO;NC;WB;390;0;0;0;1617;153;\N;11;\N;11;\N
1525;NWK;RPS6_03420;RPS6;23700;CARLISLE;PA;DC;3420;3420;COLUMBUS;OH;WS;355;0;0;0;1564;153;\N;10;\N;10;\N
1515;NWK;RPS6_33107;RPS6;23700;CARLISLE;PA;DC;33107;33107;LANCASTER;NY;WS;283;0;0;0;1562;153;\N;10;\N;10;\N
1531;NWK;RPS6_62035;RPS6;23700;CARLISLE;PA;DC;62035;62035;TAUNTON;MA;WS;388;0;0;0;1129;135;\N;8;\N;8;\N
1507;NWK;RPS6_43163;RPS6;23700;CARLISLE;PA;DC;43163;43163;PEEKSKILL;NY;WS;225;0;0;0;1089;135;\N;8;\N;8;\N
1521;NWK;RPS6_82079;RPS6;23700;CARLISLE;PA;DC;82079;82079;CHICOPEE;MA;WB;334;0;0;0;1003;135;\N;7;\N;7;\N
1496;NWK;RPS6_64597;RPS6;23700;CARLISLE;PA;DC;64597;64597;FREDERICKSBURG;VA;WB;156;0;0;0;943;107;\N;9;\N;9;\N
1489;NWK;RPS6_64524;RPS6;23700;CARLISLE;PA;DC;64524;64524;WINCHESTER;VA;WB;95;0;0;0;807;120;\N;7;\N;7;\N
1522;NWK;RPS6_73222;RPS6;23700;CARLISLE;PA;DC;73222;73222;ELIZABETH CITY;NC;WS;339;0;0;0;781;153;\N;5;\N;5;\N
1504;NWK;RPS6_43154;RPS6;23700;CARLISLE;PA;DC;43154;43154;GOSHEN;NY;WS;207;0;0;0;595;153;\N;4;\N;4;\N
1529;NWK;RPS6_53234;RPS6;23700;CARLISLE;PA;DC;53234;53234;GREENSBORO;NC;WS;376;0;0;0;565;135;\N;4;\N;4;\N
1510;NWK;RPS6_63124;RPS6;23700;CARLISLE;PA;DC;63124;63124;WEST HENRIETTA;NY;WS;251;0;0;0;529;153;\N;3;\N;3;\N
1527;NWK;RPS6_53855;RPS6;23700;CARLISLE;PA;DC;53855;53855;CRANSTON;RI;WS;365;0;0;0;370;135;\N;3;\N;3;\N
1497;NWK;RPS6_42942;RPS6;23700;CARLISLE;PA;DC;42942;42942;MONMOUTH JUNCTION;NJ;WS;160;0;0;0;342;135;\N;3;\N;3;\N
1530;NWK;RPS6_53296;RPS6;23700;CARLISLE;PA;DC;53296;53296;WINSTON\NSALEM;NC;WB;381;0;0;0;320;135;\N;2;\N;2;\N
1514;NWK;RPS6_13106;RPS6;23700;CARLISLE;PA;DC;13106;13106;LIVERPOOL;NY;WS;275;0;0;0;309;151;\N;2;\N;2;\N
1494;NWK;RPS6_22930;RPS6;23700;CARLISLE;PA;DC;22930;22930;DEPTFORD;NJ;WS;127;0;0;0;214;153;\N;1;\N;1;\N
1526;NWK;RPS6_92098;RPS6;23700;CARLISLE;PA;DC;92098;92098;AUBURN;MA;WB;359;0;0;0;169;135;\N;1;\N;1;\N
1519;NWK;RPS6_03461;RPS6;23700;CARLISLE;PA;DC;3461;3461;NEWARK;OH;WS;324;0;0;0;166;135;\N;1;\N;1;\N
1524;NWK;RPS6_93462;RPS6;23700;CARLISLE;PA;DC;93462;93462;NORWALK;OH;WS;353;0;0;0;162;135;\N;1;\N;1;\N
1509;NWK;RPS6_53164;RPS6;23700;CARLISLE;PA;DC;53164;53164;KINGSTON;NY;WB;245;0;0;0;85;135;\N;1;\N;1;\N
1579;PORT;PORT_03606;PORT;93600;PORTLAND;OR;DC;3606;3606;PENDLETON;OR;NE;210;0;0;0;2696;132;\N;20;\N;20;\N
1566;PORT;PORT_63690;PORT;93600;PORTLAND;OR;DC;63690;63690;SALEM;OR;IA;51;20;14;100;3;175;0;0;34;\N;\N
1593;PORT;TNB1_73669;TNB1;63600;BEND;OR;MB;73669;73669;PORTLAND (MALETIS);OR;WS;165;0;0;0;7859;135;\N;58;\N;58;\N
1594;PORT;TNB1_73664;TNB1;63600;BEND;OR;MB;73664;73664;PORTLAND (AB);OR;BB;172;0;0;0;6514;102;\N;64;\N;64;\N
1595;PORT;TNB1_63658;TNB1;63600;BEND;OR;MB;63658;63658;MEDFORD;OR;BB;270;0;0;0;2526;135;\N;19;\N;19;\N
1596;PORT;TNB1_74632;TNB1;63600;BEND;OR;MB;74632;74632;VANCOUVER;WA;WS;276;0;0;0;1937;135;\N;14;\N;14;\N
1597;PORT;TNB1_41103;TNB1;63600;BEND;OR;MB;41103;41103;BOISE;ID;WS;311;0;0;0;3236;135;\N;24;\N;24;\N
1604;STL;GOOS_GRAN;GOOS;31200;CHICAGO;IL;MB;GRAN;21200;GRANITE CITY;IL;BR;399;94;0;0;6154;135;\N;46;94;\N;\N
1684;STL;GRAN_41202;GRAN;21200;GRANITE CITY;IL;DC;41202;41202;CHICAGO;IL;WS;300;4;0;1;44427;142;4;313;4;309;\N
1680;STL;GRAN_01240;GRAN;21200;GRANITE CITY;IL;DC;1240;1240;VILLA PARK;IL;NE;297;1;0;0;36198;117;\N;308;1;307;\N
1724;STL;GRAN_44856;GRAN;21200;GRANITE CITY;IL;DC;44856;44856;NEW BERLIN;WI;WS;373;13;0;0;32221;130;\N;249;13;236;\N
1692;STL;GRAN_41200;GRAN;21200;GRANITE CITY;IL;DC;41200;41200;ARLINGTON HEIGHTS;IL;WB;316;2;0;1;30554;137;2;222;2;220;\N
1714;STL;GRAN_34854;GRAN;21200;GRANITE CITY;IL;DC;34854;34854;SUN PRAIRIE;WI;WS;361;15;0;0;30300;130;\N;233;15;218;\N
1690;STL;GRAN_01228;GRAN;21200;GRANITE CITY;IL;DC;1228;1228;LINCOLNWOOD;IL;NE;312;1;0;0;23187;108;\N;215;1;214;\N
1663;STL;GRAN_11209;GRAN;21200;GRANITE CITY;IL;DC;11209;11209;MONTGOMERY;IL;WS;273;3;0;2;22735;135;3;168;3;165;\N
1708;STL;GRAN_81431;GRAN;21200;GRANITE CITY;IL;DC;81431;81431;DES MOINES;IA;WS;352;5;0;0;21137;133;\N;159;5;154;\N
1693;STL;GRAN_54153;GRAN;21200;GRANITE CITY;IL;DC;54153;54153;MEMPHIS;TN;WS;317;6;0;4;19465;141;6;138;6;132;\N
1674;STL;GRAN_31566;GRAN;21200;GRANITE CITY;IL;DC;31566;31566;OLATHE;KS;WS;291;2;0;1;18644;136;2;137;2;135;\N
1655;STL;GRAN_32441;GRAN;21200;GRANITE CITY;IL;DC;32441;32441;LEES SUMMIT;MO;WS;253;7;0;5;18018;150;6;120;7;113;\N
1709;STL;GRAN_00350;GRAN;21200;GRANITE CITY;IL;DC;350;350;LITTLE ROCK;AR;WS;353;8;0;0;17211;133;\N;129;8;121;\N
1671;STL;GRAN_61413;GRAN;21200;GRANITE CITY;IL;DC;61413;61413;CEDAR RAPIDS;IA;WS;287;4;0;3;16751;142;4;118;4;114;\N
1695;STL;GRAN_11319;GRAN;21200;GRANITE CITY;IL;DC;11319;11319;HAMMOND;IN;WS;320;44;0;37;16150;136;44;119;44;75;\N
1728;STL;GRAN_52311;GRAN;21200;GRANITE CITY;IL;DC;52311;52311;OLIVE BRANCH;MS;WS;388;4;0;0;15332;137;\N;112;4;108;\N
1715;STL;GRAN_71378;GRAN;21200;GRANITE CITY;IL;DC;71378;71378;SOUTH BEND;IN;WS;362;0;0;0;15328;132;\N;116;\N;116;\N
1679;STL;GRAN_22450;GRAN;21200;GRANITE CITY;IL;DC;22450;22450;JOPLIN;MO;WB;296;28;0;27;13879;141;27;99;28;71;\N
1678;STL;GRAN_11356;GRAN;21200;GRANITE CITY;IL;DC;11356;11356;NORTH VERNON;IN;WS;295;0;0;0;12364;135;\N;92;\N;92;\N
1683;STL;GRAN_54121;GRAN;21200;GRANITE CITY;IL;DC;54121;54121;DYERSBURG;TN;WS;299;0;0;0;12318;151;\N;82;\N;82;\N
1641;STL;GRAN_31325;GRAN;21200;GRANITE CITY;IL;DC;31325;31325;EVANSVILLE;IN;WS;203;32;0;35;12126;143;30;85;32;53;\N
1637;STL;GRAN_32459;GRAN;21200;GRANITE CITY;IL;DC;32459;32459;LEBANON;MO;WS;183;81;0;91;12001;149;73;80;81;\N;\N
1635;STL;GRAN_21270;GRAN;21200;GRANITE CITY;IL;DC;21270;21270;PEORIA;IL;WS;179;19;0;21;11906;146;17;81;19;62;\N
1677;STL;GRAN_41273;GRAN;21200;GRANITE CITY;IL;DC;41273;41273;LOVES PARK;IL;WS;294;26;0;30;11789;139;25;85;26;59;\N
1681;STL;GRAN_31549;GRAN;21200;GRANITE CITY;IL;DC;31549;31549;LAWRENCE;KS;WS;299;1;0;1;11564;144;1;80;1;79;\N
1721;STL;GRAN_04134;GRAN;21200;GRANITE CITY;IL;DC;4134;4134;NASHVILLE;TN;NE;371;0;0;0;11488;107;\N;108;\N;108;\N
1699;STL;GRAN_01583;GRAN;21200;GRANITE CITY;IL;DC;1583;1583;TOPEKA;KS;WS;328;4;0;5;11279;141;4;80;4;76;\N
1668;STL;GRAN_01605;GRAN;21200;GRANITE CITY;IL;DC;1605;1605;BOWLING GREEN;KY;WB;282;34;0;41;11245;141;32;80;34;46;\N
1664;STL;GRAN_32464;GRAN;21200;GRANITE CITY;IL;DC;32464;32464;NORTH KANSAS CITY;MO;WS;274;4;0;5;11176;149;4;75;4;71;\N
1702;STL;GRAN_10327;GRAN;21200;GRANITE CITY;IL;DC;10327;10327;FAYETTEVILLE;AR;WS;340;6;0;7;10881;135;6;81;6;75;\N
1662;STL;GRAN_32463;GRAN;21200;GRANITE CITY;IL;DC;32463;32463;KANSAS CITY;MO;WS;267;4;0;5;10589;150;4;70;4;66;\N
1649;STL;GRAN_01265;GRAN;21200;GRANITE CITY;IL;DC;1265;1265;MORRIS;IL;NE;233;0;0;0;10523;135;\N;78;\N;78;\N
1673;STL;GRAN_31545;GRAN;21200;GRANITE CITY;IL;DC;31545;31545;LENEXA(KAN CITY);KS;WS;289;8;0;10;10454;138;8;76;8;68;\N
1656;STL;GRAN_41231;GRAN;21200;GRANITE CITY;IL;DC;41231;41231;DIXON;IL;WB;256;55;0;72;10326;141;52;73;55;18;\N
1633;STL;GRAN_41668;GRAN;21200;GRANITE CITY;IL;DC;41668;41668;PADUCAH;KY;WS;167;29;0;39;9866;144;27;69;29;40;\N
1720;STL;GRAN_91541;GRAN;21200;GRANITE CITY;IL;DC;91541;91541;MANHATTAN;KS;WS;370;5;0;0;9337;139;\N;67;5;62;\N
1705;STL;GRAN_61491;GRAN;21200;GRANITE CITY;IL;DC;61491;61491;WATERLOO;IA;WS;341;5;0;7;9025;141;5;64;5;59;\N
1654;STL;GRAN_51311;GRAN;21200;GRANITE CITY;IL;DC;51311;51311;BLOOMINGTON;IN;WS;250;41;0;62;8861;140;39;63;41;22;\N
1685;STL;GRAN_71429;GRAN;21200;GRANITE CITY;IL;DC;71429;71429;DUBUQUE;IA;WB;301;31;0;47;8782;142;29;62;31;31;\N
1670;STL;GRAN_50397;GRAN;21200;GRANITE CITY;IL;DC;50397;50397;WEST MEMPHIS;AR;WS;285;4;0;6;8685;147;4;59;4;55;\N
1696;STL;GRAN_20359;GRAN;21200;GRANITE CITY;IL;DC;20359;20359;LOWELL;AR;WB;322;7;0;0;8443;135;\N;63;7;56;\N
1691;STL;GRAN_32479;GRAN;21200;GRANITE CITY;IL;DC;32479;32479;ST JOSEPH;MO;WS;315;9;0;15;8095;146;8;55;9;46;\N
1718;STL;GRAN_00360;GRAN;21200;GRANITE CITY;IL;DC;360;360;MORRILTON;AR;WB;367;18;0;0;7780;141;\N;55;18;37;\N
1639;STL;GRAN_81236;GRAN;21200;GRANITE CITY;IL;DC;81236;81236;GALESBURG;IL;WS;199;32;0;56;7673;147;29;52;32;20;\N
1660;STL;GRAN_50363;GRAN;21200;GRANITE CITY;IL;DC;50363;50363;NEWPORT;AR;WS;265;37;0;66;7569;148;34;51;37;14;\N
1669;STL;GRAN_51317;GRAN;21200;GRANITE CITY;IL;DC;51317;51317;COLUMBUS;IN;WS;283;6;0;11;7462;142;6;52;6;46;\N
1703;STL;GRAN_21525;GRAN;21200;GRANITE CITY;IL;DC;21525;21525;FRONTENAC;KS;WS;340;21;0;42;6716;144;20;47;21;26;\N
1642;STL;GRAN_32408;GRAN;21200;GRANITE CITY;IL;DC;32408;32408;BRUNSWICK;MO;WS;204;65;0;100;6572;153;43;43;65;\N;\N
1707;STL;GRAN_00380;GRAN;21200;GRANITE CITY;IL;DC;380;380;STUTTGART;AR;WS;351;16;0;0;6437;147;\N;44;16;28;\N
1734;STL;GRAN_00366;GRAN;21200;GRANITE CITY;IL;DC;366;366;PINE BLUFF;AR;WS;399;5;0;0;6268;141;\N;44;5;39;\N
1717;STL;GRAN_61407;GRAN;21200;GRANITE CITY;IL;DC;61407;61407;WEST UNION;IA;WS;365;13;0;0;5868;140;\N;42;13;29;\N
1701;STL;GRAN_01563;GRAN;21200;GRANITE CITY;IL;DC;1563;1563;OSAGE CITY;KS;WS;339;18;0;42;5803;143;17;41;18;23;\N
1729;STL;GRAN_31507;GRAN;21200;GRANITE CITY;IL;DC;31507;31507;INDEPENDENCE;KS;WB;389;3;0;0;5404;143;\N;38;3;35;\N
1657;STL;GRAN_51338;GRAN;21200;GRANITE CITY;IL;DC;51338;51338;LEBANON;IN;WS;257;13;0;36;4897;142;12;34;13;21;\N
1636;STL;GRAN_31636;GRAN;21200;GRANITE CITY;IL;DC;31636;31636;HENDERSON;KY;WS;180;16;0;48;4491;152;14;30;16;14;\N
1727;STL;GRAN_01577;GRAN;21200;GRANITE CITY;IL;DC;1577;1577;SENECA;KS;WS;388;4;0;0;3767;140;\N;27;4;23;\N
1666;STL;GRAN_61335;GRAN;21200;GRANITE CITY;IL;DC;61335;61335;ATTICA;IN;WS;278;6;0;25;3183;140;6;23;6;17;\N
1687;STL;GRAN_04122;GRAN;21200;GRANITE CITY;IL;DC;4122;4122;CLARKSVILLE;TN;NE;304;2;0;0;1083;135;\N;8;2;6;\N
1625;STL;GRAN_11208;GRAN;21200;GRANITE CITY;IL;DC;11208;11208;MT. VERNON;IL;NE;134;0;0;0;917;113;\N;8;\N;8;\N
1697;STL;GRAN_21522;GRAN;21200;GRANITE CITY;IL;DC;21522;21522;LAWRENCE;KS;NE;324;0;0;0;825;106;\N;8;\N;8;\N
1716;STL;GRAN_04163;GRAN;21200;GRANITE CITY;IL;DC;4163;4163;LA VERGNE;TN;WS;364;0;0;0;372;140;\N;3;\N;3;\N
1676;STL;GRAN_02434;GRAN;21200;GRANITE CITY;IL;DC;2434;2434;KANSAS CITY MO;KS;NE;293;0;0;0;297;137;\N;2;\N;2;\N
1719;STL;GRAN_14802;GRAN;21200;GRANITE CITY;IL;DC;14802;14802;WINDSOR;WI;NE;368;0;0;0;232;100;\N;2;\N;2;\N
1622;STL;GRAN_02418;GRAN;21200;GRANITE CITY;IL;DC;2418;2418;JACKSON;MO;NE;127;0;0;0;38;121;\N;0;\N;0;\N
1672;STL;GRAN_54139;GRAN;21200;GRANITE CITY;IL;DC;54139;54139;JACKSON;TN;WS;288;63;0;100;32;140;0;0;63;\N;\N
1856;STL;STL_34854;STL;52400;ST LOUIS;MO;BRWY;34854;34854;SUN PRAIRIE;WI;WS;368;79;264;0;256924;149;\N;1723;343;1380;\N
1842;STL;STL_81431;STL;52400;ST LOUIS;MO;BRWY;81431;81431;DES MOINES;IA;WS;343;237;0;0;219983;147;\N;1500;237;1263;\N
1868;STL;STL_93500;STL;52400;ST LOUIS;MO;BRWY;93500;93500;TULSA;OK;BB;394;86;27;0;202331;144;\N;1407;113;1294;\N
1793;STL;STL_32441;STL;52400;ST LOUIS;MO;BRWY;32441;32441;LEES SUMMIT;MO;WS;247;116;586;69;158034;158;684;998;702;296;\N
1840;STL;STL_00350;STL;52400;ST LOUIS;MO;BRWY;350;350;LITTLE ROCK;AR;WS;342;112;5;0;145461;153;\N;954;117;837;\N
1862;STL;STL_02316;STL;52400;ST LOUIS;MO;BRWY;2316;2316;SHANNON;MS;WB;377;0;2;0;100509;156;\N;645;2;643;\N
1795;STL;STL_32464;STL;52400;ST LOUIS;MO;BRWY;32464;32464;NORTH KANSAS CITY;MO;WS;254;72;348;66;98044;157;412;623;420;203;\N
1853;STL;STL_44856;STL;52400;ST LOUIS;MO;BRWY;44856;44856;NEW BERLIN;WI;WS;367;61;58;0;96648;153;\N;631;119;512;\N
1808;STL;STL_31566;STL;52400;ST LOUIS;MO;BRWY;31566;31566;OLATHE;KS;WS;270;66;2;0;91278;141;\N;646;68;579;\N
1834;STL;STL_10327;STL;52400;ST LOUIS;MO;BRWY;10327;10327;FAYETTEVILLE;AR;WS;331;55;0;0;84920;151;\N;561;55;506;\N
1827;STL;STL_32479;STL;52400;ST LOUIS;MO;BRWY;32479;32479;ST JOSEPH;MO;WS;305;42;161;40;77541;156;201;496;203;293;\N
1792;STL;STL_51341;STL;52400;ST LOUIS;MO;BRWY;51341;51341;INDIANAPOLIS;IN;WS;246;0;0;0;75144;151;\N;499;\N;499;\N
1803;STL;STL_32463;STL;52400;ST LOUIS;MO;BRWY;32463;32463;KANSAS CITY;MO;WS;262;49;206;13;58158;160;47;364;255;109;\N
1869;STL;STL_23559;STL;52400;ST LOUIS;MO;BRWY;23559;23559;MUSKOGEE;OK;WS;400;0;22;0;56584;151;\N;376;22;353;\N
1828;STL;STL_01603;STL;52400;ST LOUIS;MO;BRWY;1603;1603;BARDSTOWN;KY;WS;308;8;0;2;52694;157;8;336;8;328;\N
1865;STL;STL_90331;STL;52400;ST LOUIS;MO;BRWY;90331;90331;FORT SMITH;AR;WS;388;22;0;0;52692;151;\N;350;22;328;\N
1809;STL;STL_11600;STL;52400;ST LOUIS;MO;BRWY;11600;11600;LOUISVILLE;KY;WS;271;0;0;0;48405;155;\N;313;\N;313;\N
1863;STL;STL_00366;STL;52400;ST LOUIS;MO;BRWY;366;366;PINE BLUFF;AR;WS;378;0;0;0;47248;154;\N;306;\N;306;\N
1805;STL;STL_54139;STL;52400;ST LOUIS;MO;BRWY;54139;54139;JACKSON;TN;WS;265;0;0;0;44172;145;\N;305;\N;305;\N
1866;STL;STL_00338;STL;52400;ST LOUIS;MO;BRWY;338;338;HOT SPRINGS;AR;WS;394;1;0;0;41860;153;\N;273;1;272;\N
1848;STL;STL_13426;STL;52400;ST LOUIS;MO;BRWY;13426;13426;MORAINE;OH;WS;354;0;3;0;41104;155;\N;265;3;261;\N
1864;STL;STL_04110;STL;52400;ST LOUIS;MO;BRWY;4110;4110;COOKEVILLE;TN;WB;379;25;0;0;38098;147;\N;259;25;234;\N
1859;STL;STL_04193;STL;52400;ST LOUIS;MO;BRWY;4193;4193;TULLAHOMA;TN;WS;370;20;0;0;37956;153;\N;248;20;228;\N
1847;STL;STL_93459;STL;52400;ST LOUIS;MO;BRWY;93459;93459;WEST CHESTER;OH;WS;352;0;3;0;35855;154;\N;232;3;229;\N
1861;STL;STL_10125;STL;52400;ST LOUIS;MO;BRWY;10125;10125;MUSCLE SHOALS;AL;WS;373;2;0;0;34691;158;\N;220;2;218;\N
1764;STL;STL_41272;STL;52400;ST LOUIS;MO;BRWY;41272;41272;QUINCY;IL;WS;139;1;2;1;34056;154;3;220;3;218;\N
1844;STL;STL_83414;STL;52400;ST LOUIS;MO;BRWY;83414;83414;CINCINNATI;OH;WS;344;0;2;1;33390;157;2;213;2;211;\N
1836;STL;STL_91646;STL;52400;ST LOUIS;MO;BRWY;91646;91646;LEXINGTON;KY;WS;335;0;0;0;32446;156;\N;208;\N;208;\N
1766;STL;STL_81271;STL;52400;ST LOUIS;MO;BRWY;81271;81271;LAWRENCEVILLE;IL;WS;145;2;21;11;30951;155;22;200;23;177;\N
1781;STL;STL_52410;STL;52400;ST LOUIS;MO;BRWY;52410;52410;KENNETT;MO;WS;207;0;2;0;30741;167;\N;184;2;182;\N
1854;STL;STL_61407;STL;52400;ST LOUIS;MO;BRWY;61407;61407;WEST UNION;IA;WS;367;1;0;0;27052;150;\N;181;1;180;\N
1849;STL;STL_00360;STL;52400;ST LOUIS;MO;BRWY;360;360;MORRILTON;AR;WB;357;0;0;0;24280;154;\N;158;\N;158;\N
1838;STL;STL_00380;STL;52400;ST LOUIS;MO;BRWY;380;380;STUTTGART;AR;WS;341;0;0;0;23695;155;\N;153;\N;153;\N
1779;STL;STL_12448;STL;52400;ST LOUIS;MO;BRWY;12448;12448;KIRKSVILLE;MO;WB;207;0;0;0;23072;153;\N;150;\N;150;\N
1860;STL;STL_32112;STL;52400;ST LOUIS;MO;BRWY;32112;32112;DOWAGIAC;MI;WS;372;0;0;0;22686;157;\N;145;\N;145;\N
1846;STL;STL_71378;STL;52400;ST LOUIS;MO;BRWY;71378;71378;SOUTH BEND;IN;WS;352;0;0;0;21909;158;\N;139;\N;139;\N
1850;STL;STL_04173;STL;52400;ST LOUIS;MO;BRWY;4173;4173;PULASKI;TN;WS;361;0;0;0;18300;151;\N;122;\N;122;\N
1835;STL;STL_01563;STL;52400;ST LOUIS;MO;BRWY;1563;1563;OSAGE CITY;KS;WS;333;0;2;0;15429;147;\N;105;2;103;\N
1843;STL;STL_81617;STL;52400;ST LOUIS;MO;BRWY;81617;81617;WALTON;KY;WS;343;1;2;3;15189;158;3;96;3;94;\N
1867;STL;STL_13451;STL;52400;ST LOUIS;MO;BRWY;13451;13451;LIMA;OH;BB;394;0;3;0;14047;148;\N;95;3;92;\N
1857;STL;STL_41380;STL;52400;ST LOUIS;MO;BRWY;41380;41380;FORT WAYNE;IN;WS;368;0;2;0;12567;148;\N;85;2;83;\N
1819;STL;STL_61346;STL;52400;ST LOUIS;MO;BRWY;61346;61346;KOKOMO;IN;WS;294;0;0;0;12213;157;\N;78;\N;78;\N
1852;STL;STL_31507;STL;52400;ST LOUIS;MO;BRWY;31507;31507;INDEPENDENCE;KS;WB;366;0;0;0;11179;149;\N;75;\N;75;\N
1813;STL;STL_51397;STL;52400;ST LOUIS;MO;BRWY;51397;51397;ANDERSON;IN;WS;282;0;0;0;9889;155;\N;64;\N;64;\N
1855;STL;STL_91541;STL;52400;ST LOUIS;MO;BRWY;91541;91541;MANHATTAN;KS;WS;367;0;0;0;7001;148;\N;47;\N;47;\N
1802;STL;STL_51317;STL;52400;ST LOUIS;MO;BRWY;51317;51317;COLUMBUS;IN;WS;261;0;3;10;5301;163;3;33;3;29;\N
1810;STL;STL_11356;STL;52400;ST LOUIS;MO;BRWY;11356;11356;NORTH VERNON;IN;WS;272;0;0;0;4741;156;\N;30;\N;30;\N
1837;STL;STL_81309;STL;52400;ST LOUIS;MO;BRWY;81309;81309;AURORA;IN;WS;337;0;0;0;1322;149;\N;9;\N;9;\N
1806;STL;STL_51344;STL;52400;ST LOUIS;MO;BRWY;51344;51344;GREENFIELD;IN;WS;266;0;0;0;724;154;\N;5;\N;5;\N
1858;STL;STL_01577;STL;52400;ST LOUIS;MO;BRWY;1577;1577;SENECA;KS;WS;370;0;0;0;442;157;\N;3;\N;3;\N
1799;STL;STL_01368;STL;52400;ST LOUIS;MO;BRWY;1368;1368;NEW ALBANY;IN;WS;258;0;0;0;152;167;\N;1;\N;1;\N
1794;STL;STL_51338;STL;52400;ST LOUIS;MO;BRWY;51338;51338;LEBANON;IN;WS;248;0;14;0;133;150;\N;1;14;\N;\N
1966;WMS;VIRG_33213;VIRG;34500;COLONIAL HEIGHTS;VA;DC;33213;33213;CHARLOTTE;NC;WS;285;10;0;3;41465;139;10;298;10;288;\N
1958;WMS;VIRG_73291;VIRG;34500;COLONIAL HEIGHTS;VA;DC;73291;73291;WILMINGTON;NC;WB;249;0;0;0;23047;139;\N;166;\N;166;\N
1940;WMS;VIRG_53234;VIRG;34500;COLONIAL HEIGHTS;VA;DC;53234;53234;GREENSBORO;NC;WS;192;58;0;34;23014;147;53;157;58;99;\N
1993;WMS;VIRG_33917;VIRG;34500;COLONIAL HEIGHTS;VA;DC;33917;33917;ROCK HILL;SC;WS;355;10;0;0;17753;140;\N;127;10;117;\N
1947;WMS;VIRG_33245;VIRG;34500;COLONIAL HEIGHTS;VA;DC;33245;33245;LINWOOD;NC;WB;222;7;0;6;16373;142;7;115;7;108;\N
1992;WMS;VIRG_23201;VIRG;34500;COLONIAL HEIGHTS;VA;DC;23201;23201;FLETCHER;NC;WS;354;8;0;0;13621;135;\N;101;8;93;\N
